5, [15/Nov/2022:01:07:29 +0000],001234567890004,TRAFFIC,DENY, 7, [15/Nov/2022:01:07:29 +0000],195.198.169.26,128.68.109.255,90.60.39.169,241.89.232.178,rule_name8,bsmith,dawn,ldap,vsys4,critical_assets,dmz,ivlan_711,ivlan_90,syslog,6, 33205232,1,14391,62983,42891,21135,524288,tcp,drop,3309,1356,3836,20,15/Nov/2022:01:07:29,15/Nov/2022:01:07:29,web_advertisements,7,7408169224,34359738368,AX,WS,8,4917,4461,decrypt-unsupport-param,47,44, 18, 44,firewall-2,dunham,reset-client,16274898714,19596212844,18966112553,11566988465,30548136,15/Nov/2022:01:07:29,WireGuard,19290745,1822,3643,292,14484322521,Parent session ID,1473348,superman,timestamp,sdwan_cluster2,branch,mesh,sdwan_site4,anime 
4, [15/Nov/2022:01:07:29 +0000],001234567890003,TRAFFIC,START, 6, [15/Nov/2022:01:07:29 +0000],100.92.50.188,135.202.166.110,51.157.41.35,49.13.9.77,rule_name7,bsmith,danny.targaryen,ldap,vsys3,inside,inside,ivlan_822,ivlan_90,syslog,4, 34519515,1,40244,52267,50488,4148,134217728,ospfigp,deny,4778,909,721,16,15/Nov/2022:01:07:29,15/Nov/2022:01:07:29,news_and_media,6,8481990080,34359738368,GQ,IE,5,1811,3957,tcp-rst-from-client,46,30, 12, 38,firewall-site-bravo,jabrowski,deny,16252886332,13427993287,18541148220,18823811934,39673902,15/Nov/2022:01:07:29,GRE,23044593,114,2990,857,17978010405,0,1686410,the hunt for red october,link_tag,sdwan_cluster4,hub,mesh,sdwan_site2,comedy 
2, [15/Nov/2022:01:07:29 +0000],001234567890003,TRAFFIC,END, 8, [15/Nov/2022:01:07:29 +0000],215.10.111.50,81.115.12.39,33.172.225.172,154.105.118.37,rule_name8,administrator,kal.el,smtp,vsys7,outside,inside,ivlan_91,ivlan_822,forward-sumo,3, 33675265,2,23841,55233,31801,32100,131072,udp,deny,3947,4829,4015,9,15/Nov/2022:01:07:29,15/Nov/2022:01:07:29,unknown,5,4725616869,0,SE,RO,2,1876,1427,policy-deny,12,30, 36, 37,firewall-site-alpha,peanut,reset-client,18627285117,14042916897,12997996167,14623170103,33774766,15/Nov/2022:01:07:29,L2TP,23288236,187,4058,3616,16764668976,0,1937647,superman,link_name,sdwan_cluster4,branch,mesh,sdwan_site3,dc 
1, [15/Nov/2022:01:07:29 +0000],001234567890003,TRAFFIC,END, 4, [15/Nov/2022:01:07:29 +0000],184.194.250.192,28.77.73.199,2.223.210.207,94.24.139.147,rule_name3,dawn,vagrant,ping,vsys3,dmz,inside,ivlan_90,ivlan_822,forward-sumo,7, 32720207,2,22205,44676,48707,44282,1024,etherip,reset_client,4941,1082,3009,8,15/Nov/2022:01:07:29,15/Nov/2022:01:07:29,news_and_media,6,7010911813,34359738368,CN,VU,4,2954,2746,n_a,36,21, 39, 43,firewall-site-alpha,jabrowski,drop,13603645396,12442374774,10727942006,15930286861,38594545,15/Nov/2022:01:07:29,OpenVPN,27489175,4526,248,289,19752384636,0,1418289,batman,bytes_written,sdwan_cluster3,branch,mesh,sdwan_site2,comedy 
1, [15/Nov/2022:01:07:29 +0000],001234567890004,TRAFFIC,DROP, 10, [15/Nov/2022:01:07:29 +0000],79.30.254.79,225.171.47.139,3.215.55.255,140.129.80.32,rule_name7,will.smith,danny.targaryen,ldap,vsys2,dmz,outside,ivlan_711,ivlan_91,all_traffic,7, 34060649,2,61075,42622,51738,19033,134217728,ospfigp,drop_ICMP,4604,2514,2132,20,15/Nov/2022:01:07:29,15/Nov/2022:01:07:29,business_and_economy,1,7998964098,0,HR,TH,5,2274,1178,decrypt-error,12,23, 39, 17,firewall-2,peanut,reset-client,17528178220,17001029116,12589295060,12518083805,30637477,15/Nov/2022:01:07:29,SSTP,22879460,3878,1704,896,17197355591,0,1904235,batman,bytes_written,sdwan_cluster4,hub,hub-spoke,sdwan_site1,comedy 
1, [15/Nov/2022:01:07:29 +0000],001234567890005,TRAFFIC,DROP, 7, [15/Nov/2022:01:07:29 +0000],21.233.189.81,227.196.156.165,102.222.145.76,235.166.129.71,rule_name6,danny.targaryen,administrator,smtp,vsys2,dmz,outside,ivlan_822,ivlan_90,syslog,6, 36181135,2,9060,16725,6435,39421,33554432,tcp,drop,207,4376,3055,7,15/Nov/2022:01:07:29,15/Nov/2022:01:07:29,unknown,9,4638892221,1,SJ,SI,8,4355,2115,tcp-rst-from-server,24,16, 30, 47,firewall-1,dunham,reset-server,18458363168,18804306015,11754710838,15870411055,39710597,15/Nov/2022:01:07:29,IPSec,23506790,4370,3795,213,13721598591,Parent session ID,1974428,superman,bytes_written,sdwan_cluster4,hub,hub-spoke,sdwan_site4,dc 
3, [15/Nov/2022:01:07:29 +0000],001234567890005,TRAFFIC,DROP, 7, [15/Nov/2022:01:07:29 +0000],129.79.125.51,176.208.104.109,67.115.210.116,103.98.234.65,rule_name3,dawn,will.smith,dns,vsys5,dmz,critical_assets,ivlan_91,ivlan_90,logreset-both,1, 36481593,2,1752,62270,33362,4881,134217728,ipv6,reset_both,4843,4367,4157,9,15/Nov/2022:01:07:29,15/Nov/2022:01:07:29,any,4,5319646363,34359738368,SY,TO,2,296,831,tcp-rst-from-client,15,21, 34, 14,firewall-site-bravo,peanut,reset-both,11187251762,12685444817,14409139818,17038146118,34459814,15/Nov/2022:01:07:29,IPSec,17075554,1265,3202,1371,19761287831,0,1143201,superman,bytes_read,sdwan_cluster1,branch,hub-spoke,sdwan_site3,dc 
4, [15/Nov/2022:01:07:30 +0000],001234567890005,TRAFFIC,END, 7, [15/Nov/2022:01:07:30 +0000],35.91.11.148,87.26.243.28,99.141.171.164,167.70.253.187,rule_name6,bsmith,danny.targaryen,ping,vsys1,dmz,inside,ivlan_711,ivlan_90,logreset-both,9, 38703976,2,7367,29345,22693,23550,2147483648,ipv6,deny,4732,341,3701,7,15/Nov/2022:01:07:30,15/Nov/2022:01:07:30,unknown,4,374721777,34359738368,TC,TL,1,361,1327,policy-deny,42,46, 32, 13,firewall-1,jabrowski,deny,12545715410,10628982089,12332487940,11231967136,31022640,15/Nov/2022:01:07:30,IPSec,19391579,4037,1901,3615,10997624724,Parent session ID,1646848,interstellar,link_name,sdwan_cluster4,branch,mesh,sdwan_site4,comedy 
8, [15/Nov/2022:01:07:30 +0000],001234567890005,TRAFFIC,DROP, 2, [15/Nov/2022:01:07:30 +0000],112.145.254.233,158.138.241.158,3.234.207.72,92.48.240.69,rule_name8,danny.targaryen,po,ssl,vsys6,inside,critical_assets,ivlan_711,ivlan_90,syslog,7, 32052425,2,37318,19169,21082,36925,2147483648,udp,reset_server,52,4043,1358,7,15/Nov/2022:01:07:30,15/Nov/2022:01:07:30,social_networking,6,2932815442,0,IL,GS,3,890,778,n_a,31,46, 30, 23,firewall-1,toastyBread,reset-client,13595808115,15410763152,11108145055,16897439572,31901275,15/Nov/2022:01:07:30,GRE,23029408,3027,1858,146,18810598179,0,1171551,batman,link_name,sdwan_cluster4,hub,hub-spoke,sdwan_site2,marvel 
8, [15/Nov/2022:01:07:30 +0000],001234567890005,TRAFFIC,START, 1, [15/Nov/2022:01:07:30 +0000],154.196.26.0,36.176.91.100,236.107.79.17,21.167.54.31,rule_name8,danny.targaryen,dawn,smtp,vsys6,outside,inside,ivlan_711,ivlan_91,syslog,5, 38979126,1,37312,31329,2293,46294,32768,tcp,allow,4569,3218,2035,18,15/Nov/2022:01:07:30,15/Nov/2022:01:07:30,business_and_economy,3,9177188972,1,BS,NF,4,3634,2901,decrypt-cert-validation,12,23, 45, 31,firewall-site-bravo,dunham,reset-client,11411538383,14146365097,11983073068,12243473918,38748420,15/Nov/2022:01:07:30,GRE,13697143,719,4303,1537,14439922587,Parent session ID,1795104,superman,bytes_read,sdwan_cluster2,hub,hub-spoke,sdwan_site3,dc 
9, [15/Nov/2022:01:07:30 +0000],001234567890002,TRAFFIC,DROP, 8, [15/Nov/2022:01:07:30 +0000],30.181.163.50,59.240.107.39,17.72.170.13,59.175.214.144,rule_name6,vagrant,administrator,netbios_ns,vsys5,dmz,outside,ivlan_711,ivlan_711,logreset-both,2, 37089679,2,13939,27774,5596,63623,16777216,udp,allow,3867,1938,4626,6,15/Nov/2022:01:07:30,15/Nov/2022:01:07:30,computer_and_internet_info,4,6367160584,1,VE,ME,2,2656,4389,decrypt-error,46,25, 14, 12,firewall-2,dunham,allow,11208489315,13092642440,13154541131,13965766344,35068644,15/Nov/2022:01:07:30,WireGuard,20774851,4071,1892,3673,19844070646,0,1738483,interstellar,timestamp,sdwan_cluster3,branch,mesh,sdwan_site4,anime 
2, [15/Nov/2022:01:07:30 +0000],001234567890004,TRAFFIC,END, 2, [15/Nov/2022:01:07:30 +0000],9.233.158.114,197.228.192.251,128.88.241.78,119.76.73.49,rule_name7,administrator,dawn,ssl,vsys1,critical_assets,outside,ivlan_91,ivlan_822,forward-sumo,2, 30378760,1,50927,12753,11885,36104,65536,udp,reset_server,989,4233,4584,11,15/Nov/2022:01:07:30,15/Nov/2022:01:07:30,computer_and_internet_info,2,3780928077,34359738368,BQ,VG,9,4064,3387,n_a,17,20, 42, 47,firewall-site-alpha,toastyBread,reset-server,11011129379,10424394989,17414692918,13556751224,33736998,15/Nov/2022:01:07:30,WireGuard,22278077,4721,1512,1259,10465272697,0,1876466,batman,link_type,sdwan_cluster1,hub,hub-spoke,sdwan_site4,marvel 
0, [15/Nov/2022:01:07:30 +0000],001234567890002,TRAFFIC,START, 6, [15/Nov/2022:01:07:30 +0000],35.136.128.86,181.18.148.99,3.209.208.149,175.13.242.38,rule_name7,administrator,bsmith,ldap,vsys3,critical_assets,outside,ivlan_91,ivlan_822,syslog,0, 36309097,1,2987,4304,25986,39728,1073741824,esp,reset_client,629,801,567,18,15/Nov/2022:01:07:30,15/Nov/2022:01:07:30,unknown,7,8270574122,34359738368,ER,HU,0,4112,198,n_a,23,29, 21, 36,firewall-site-bravo,dunham,allow,15147759584,10344942763,17529951901,15430909498,39564043,15/Nov/2022:01:07:30,VXLAN,10395653,3820,2742,211,15394620365,0,1908521,the hunt for red october,timestamp,sdwan_cluster4,branch,hub-spoke,sdwan_site3,comedy 
3, [15/Nov/2022:01:07:30 +0000],001234567890004,TRAFFIC,DENY, 7, [15/Nov/2022:01:07:30 +0000],147.132.227.7,11.132.157.157,25.121.179.46,34.207.73.11,rule_name2,vagrant,danny.targaryen,smtp,vsys4,critical_assets,inside,ivlan_822,ivlan_822,forward-sumo,8, 30829593,2,37709,13598,17978,34991,1073741824,tcp,deny,4656,1181,1394,7,15/Nov/2022:01:07:30,15/Nov/2022:01:07:30,any,9,1499120301,1,SB,CF,1,2247,3882,decrypt-cert-validation,41,25, 31, 25,firewall-2,peanut,reset-server,16155177724,19568306492,12512519161,13101606763,35789223,15/Nov/2022:01:07:30,GRE,12735604,4158,4643,4508,17482724887,0,1101805,the hunt for red october,timestamp,sdwan_cluster1,hub,hub-spoke,sdwan_site4,anime 
6, [15/Nov/2022:01:07:30 +0000],001234567890003,TRAFFIC,END, 3, [15/Nov/2022:01:07:30 +0000],69.87.109.123,253.224.133.12,53.117.205.42,27.227.81.18,rule_name1,administrator,po,ping,vsys1,dmz,critical_assets,ivlan_91,ivlan_91,all_traffic,8, 36532844,2,58706,22435,33834,57238,256,icmp,reset_both,872,1038,1639,12,15/Nov/2022:01:07:30,15/Nov/2022:01:07:30,web_based_email,9,6313101819,0,EG,MK,0,1610,1308,decrypt-error,38,36, 50, 14,firewall-site-alpha,jabrowski,deny,15108408259,12079509220,15758894997,11083111540,38911542,15/Nov/2022:01:07:30,GRE,26530620,1925,1367,600,12397523617,0,1468127,batman,link_health,sdwan_cluster4,hub,hub-spoke,sdwan_site2,marvel 
4, [15/Nov/2022:01:07:30 +0000],001234567890005,TRAFFIC,START, 6, [15/Nov/2022:01:07:30 +0000],138.116.180.233,223.134.111.120,68.203.163.232,235.185.60.139,rule_name5,napoleon.dynamite,administrator,web_browsing,vsys2,critical_assets,outside,ivlan_91,ivlan_711,logreset-both,8, 35858090,2,53150,55579,25718,33705,8192,etherip,drop,2255,487,3407,12,15/Nov/2022:01:07:30,15/Nov/2022:01:07:30,news_and_media,0,6657069630,0,PE,KW,3,3387,3501,decrypt-error,13,32, 30, 40,firewall-2,toastyBread,reset-both,18196907389,15258114586,15113969502,14919384035,36559789,15/Nov/2022:01:07:30,WireGuard,17003992,1883,1170,2509,18146716660,Parent session ID,1983654,batman,link_type,sdwan_cluster2,branch,mesh,sdwan_site2,comedy 
9, [15/Nov/2022:01:07:30 +0000],001234567890004,TRAFFIC,START, 5, [15/Nov/2022:01:07:30 +0000],250.160.221.201,38.65.112.221,139.128.140.52,154.217.123.28,rule_name8,kal.el,brandon,web_browsing,vsys1,outside,dmz,ivlan_711,ivlan_711,all_traffic,2, 30381387,2,30390,54913,31946,60762,4194304,ipv6,reset_server,2822,4449,3566,1,15/Nov/2022:01:07:30,15/Nov/2022:01:07:30,news_and_media,0,5613213674,1,SC,LK,6,4422,2962,threat,45,28, 44, 28,firewall-site-alpha,toastyBread,drop,10151632017,16424481888,17878653080,16477382115,34497104,15/Nov/2022:01:07:30,VXLAN,11876282,2330,3823,4295,12310595300,Parent session ID,1787565,interstellar,bytes_read,sdwan_cluster4,hub,hub-spoke,sdwan_site4,comedy 
7, [15/Nov/2022:01:07:30 +0000],001234567890002,TRAFFIC,DROP, 6, [15/Nov/2022:01:07:30 +0000],230.141.227.47,129.210.243.133,116.225.187.127,37.223.245.42,rule_name4,will.smith,dawn,dns,vsys2,inside,inside,ivlan_711,ivlan_711,forward-sumo,5, 35312799,2,44320,60772,17069,62938,131072,ospfigp,allow,4307,1713,481,10,15/Nov/2022:01:07:30,15/Nov/2022:01:07:30,news_and_media,6,5575654061,34359738368,SL,PE,2,4438,579,tcp-fin,48,25, 34, 32,firewall-1,jabrowski,reset-both,10238642263,15550895583,18099438575,10421480453,39419273,15/Nov/2022:01:07:30,OpenVPN,15503274,2832,2037,133,17605749881,0,1875857,the hunt for red october,link_type,sdwan_cluster2,branch,hub-spoke,sdwan_site4,anime 
4, [15/Nov/2022:01:07:30 +0000],001234567890005,TRAFFIC,DENY, 0, [15/Nov/2022:01:07:30 +0000],90.89.115.101,223.97.113.67,85.171.30.148,116.180.242.73,rule_name5,bsmith,vagrant,smtp,vsys6,outside,dmz,ivlan_822,ivlan_822,forward-sumo,8, 32991639,2,30257,35126,39203,4196,8388608,ipv6,drop_ICMP,1750,4282,1983,2,15/Nov/2022:01:07:30,15/Nov/2022:01:07:30,web_based_email,5,2901775622,0,BF,KH,3,3366,4005,unknown,33,46, 32, 35,firewall-2,peanut,deny,17850910483,12263666402,11117690203,18793102362,31839167,15/Nov/2022:01:07:30,OpenVPN,26666261,177,4980,4045,15019753555,Parent session ID,1318360,the hunt for red october,link_tag,sdwan_cluster1,hub,mesh,sdwan_site3,comedy 
0, [15/Nov/2022:01:07:31 +0000],001234567890003,TRAFFIC,DROP, 3, [15/Nov/2022:01:07:31 +0000],32.51.67.54,119.130.186.237,204.136.120.47,229.115.209.242,rule_name3,will.smith,will.smith,web_browsing,vsys4,inside,dmz,ivlan_91,ivlan_91,forward-sumo,8, 33691370,1,18835,29405,23155,55469,268435456,udp,drop_ICMP,2449,4136,3400,15,15/Nov/2022:01:07:31,15/Nov/2022:01:07:31,news_and_media,8,1336005019,34359738368,CX,DK,2,1697,4328,tcp-fin,33,12, 24, 49,firewall-site-alpha,toastyBread,deny,15313225842,13086706452,15974076312,17508205461,36349209,15/Nov/2022:01:07:31,WireGuard,11716398,2151,3775,1583,16780775111,0,1428581,the hunt for red october,link_type,sdwan_cluster1,branch,hub-spoke,sdwan_site3,comedy 
3, [15/Nov/2022:01:07:31 +0000],001234567890005,TRAFFIC,DENY, 7, [15/Nov/2022:01:07:31 +0000],115.193.174.187,59.244.113.193,159.38.75.254,243.219.199.29,rule_name7,vagrant,danny.targaryen,ssl,vsys3,dmz,inside,ivlan_711,ivlan_91,syslog,4, 32580813,2,12121,33440,17950,1024,33554432,esp,reset_both,1863,190,4568,11,15/Nov/2022:01:07:31,15/Nov/2022:01:07:31,news_and_media,8,5869326041,34359738368,MN,LK,3,332,1161,decoder,42,40, 22, 43,firewall-site-alpha,toastyBread,reset-client,16968726342,10599265056,16340860785,16596484630,33117757,15/Nov/2022:01:07:31,WireGuard,15088473,983,4938,3196,18664798057,Parent session ID,1254841,batman,link_type,sdwan_cluster4,branch,hub-spoke,sdwan_site1,comedy 
2, [15/Nov/2022:01:07:31 +0000],001234567890004,TRAFFIC,DROP, 10, [15/Nov/2022:01:07:31 +0000],77.162.156.77,39.113.122.109,38.0.59.152,6.148.102.146,rule_name5,po,brandon,ping,vsys4,inside,critical_assets,ivlan_822,ivlan_711,logreset-both,5, 34238452,1,27248,60650,20142,24729,1073741824,ipv6,drop,3075,4168,2355,17,15/Nov/2022:01:07:31,15/Nov/2022:01:07:31,news_and_media,2,4979389898,1,NI,IO,5,30,4238,tcp-reuse,37,16, 35, 47,firewall-2,peanut,deny,14057363938,15449446664,11355883890,17042405289,38833589,15/Nov/2022:01:07:31,SSTP,23656960,134,3725,4783,10771044433,Parent session ID,1041272,superman,bytes_written,sdwan_cluster3,hub,hub-spoke,sdwan_site3,dc 
5, [15/Nov/2022:01:07:31 +0000],001234567890004,TRAFFIC,START, 9, [15/Nov/2022:01:07:31 +0000],181.76.221.156,216.253.115.124,67.29.214.153,79.149.246.183,rule_name4,brandon,po,ldap,vsys1,inside,dmz,ivlan_91,ivlan_822,logreset-both,4, 38328142,1,52767,20729,15195,34396,65536,etherip,alert,3295,3605,743,6,15/Nov/2022:01:07:31,15/Nov/2022:01:07:31,content_delivery_networks,9,6121284522,0,CW,NP,3,401,3013,policy-deny,18,29, 33, 12,firewall-site-bravo,dunham,drop,14597044593,10495107339,17470844929,16762386552,36937590,15/Nov/2022:01:07:31,WireGuard,10897259,478,4233,1885,11816572808,0,1317611,batman,bytes_read,sdwan_cluster1,hub,hub-spoke,sdwan_site1,marvel 
3, [15/Nov/2022:01:07:32 +0000],001234567890002,TRAFFIC,END, 3, [15/Nov/2022:01:07:32 +0000],78.85.191.199,10.160.183.183,237.93.70.136,39.129.153.13,rule_name2,napoleon.dynamite,bsmith,ping,vsys5,dmz,inside,ivlan_711,ivlan_711,all_traffic,3, 31130239,1,21447,59940,8644,60429,2097152,icmp,allow,2413,1353,939,12,15/Nov/2022:01:07:32,15/Nov/2022:01:07:32,shopping,1,479400090,1,KY,TM,1,4052,2594,tcp-rst-from-client,43,49, 26, 49,firewall-site-bravo,peanut,reset-client,11934888223,15061590009,18285532599,19622110418,33608843,15/Nov/2022:01:07:32,L2TP,14819590,1245,47,2111,12129006459,Parent session ID,1144409,interstellar,link_type,sdwan_cluster1,branch,hub-spoke,sdwan_site2,marvel 
10, [15/Nov/2022:01:07:32 +0000],001234567890004,TRAFFIC,DENY, 0, [15/Nov/2022:01:07:32 +0000],187.78.240.114,157.255.26.58,239.192.36.123,229.244.247.107,rule_name1,dawn,napoleon.dynamite,netbios_ns,vsys2,dmz,inside,ivlan_90,ivlan_91,syslog,9, 37039654,2,63840,40980,17522,56718,268435456,ospfigp,drop_ICMP,2890,3402,3098,4,15/Nov/2022:01:07:32,15/Nov/2022:01:07:32,news_and_media,7,4779893376,0,RE,GH,3,4417,1930,resources-unavailable,31,35, 45, 21,firewall-1,peanut,drop,16893355699,13057446260,19493423930,11171591435,34460332,15/Nov/2022:01:07:32,GRE,20685711,4189,2762,2215,16289061593,0,1376735,batman,link_name,sdwan_cluster3,branch,hub-spoke,sdwan_site4,anime 
